STNID;STN;WBAN;YEARMODA;TEMPC;TEMP.count;PREC;PREC.flag;DATE;STATION.NAME;LAT;LON;ELEV..1M.
112290-99999;112290;99999;20080622;23.1;8;0;I;2008-06-22;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080623;23.1;8;0;I;2008-06-23;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080624;22.5;8;6.1;F;2008-06-24;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080625;22.6;8;6.1;E;2008-06-25;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080626;24.1;8;0;I;2008-06-26;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080627;20.6;8;8.13;F;2008-06-27;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080628;20.5;8;0;I;2008-06-28;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080629;22.6;8;0;I;2008-06-29;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080630;21;8;5.08;E;2008-06-30;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080701;21.3;8;0;I;2008-07-01;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080619;19.6;8;0;I;2008-06-19;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080620;20;8;7.87;E;2008-06-20;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080621;21.6;8;0;E;2008-06-21;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080305;1.8;8;3.05;E;2008-03-05;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080307;2.4;8;0;I;2008-03-07;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080308;3;8;1.52;F;2008-03-08;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080309;4.8;8;0;I;2008-03-09;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081108;10.1;8;8.13;F;2008-11-08;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081109;8.2;7;0;I;2008-11-09;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081110;7.6;8;0;I;2008-11-10;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081111;6.9;8;0;I;2008-11-11;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080714;15.8;8;45.97;F;2008-07-14;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080715;16.3;8;0;E;2008-07-15;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080605;16.3;8;36.07;F;2008-06-05;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080717;20.4;8;0;I;2008-07-17;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080206;3.8;8;0;I;2008-02-06;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080608;16.3;8;9.14;F;2008-06-08;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080609;16.7;8;0;I;2008-06-09;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080610;18.4;8;0;I;2008-06-10;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080611;17.4;8;8.89;E;2008-06-11;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080612;15.9;8;5.08;F;2008-06-12;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080613;12.6;8;6.1;E;2008-06-13;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081124;-0.6;8;4.06;E;2008-11-24;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081125;-1.4;8;0.76;E;2008-11-25;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081126;-2.4;8;0;I;2008-11-26;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081127;-3.8;8;0;I;2008-11-27;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081128;-4;8;0;I;2008-11-28;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081129;-2;8;8.89;F;2008-11-29;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081130;0.1;8;16;F;2008-11-30;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081201;2.3;8;18.03;F;2008-12-01;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081202;1.7;7;0;H;2008-12-02;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081203;2.8;8;6.6;F;2008-12-03;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081204;1;8;0;I;2008-12-04;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081205;0.1;8;8.89;E;2008-12-05;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081206;1.8;8;3.05;E;2008-12-06;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081207;2.1;8;0;I;2008-12-07;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081208;0.3;8;0;I;2008-12-08;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081209;-0.8;8;0;I;2008-12-09;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081210;0.1;8;0;I;2008-12-10;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080809;17.1;8;23.88;E;2008-08-09;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080702;22.7;8;0;I;2008-07-02;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080703;22.8;8;0;I;2008-07-03;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080704;21.1;8;2.54;F;2008-07-04;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080705;19.8;8;3.05;E;2008-07-05;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080707;21.2;8;0.51;F;2008-07-07;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080708;14.8;8;19.05;F;2008-07-08;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080709;16.5;8;0;I;2008-07-09;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080418;8.8;8;0;E;2008-04-18;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080419;11.2;8;2.54;F;2008-04-19;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080420;12.2;8;0;I;2008-04-20;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080421;10.7;8;8.89;E;2008-04-21;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081112;5.5;8;0;I;2008-11-12;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081113;7.5;8;8.13;F;2008-11-13;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081114;7.5;8;0.51;E;2008-11-14;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081115;8.1;8;0;I;2008-11-15;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080718;16.9;8;18.54;F;2008-07-18;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081117;4.6;8;0;I;2008-11-17;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081118;-0.2;8;0;I;2008-11-18;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081119;-0.2;8;0;I;2008-11-19;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081120;0.8;5;0;I;2008-11-20;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081122;-0.3;8;0;I;2008-11-22;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081123;-1.8;8;0;I;2008-11-23;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080101;-9;8;0;I;2008-01-01;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080102;-8.1;7;0;I;2008-01-02;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080103;-5.1;8;0;I;2008-01-03;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080104;-3.9;8;0;I;2008-01-04;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080105;-3.1;8;0;I;2008-01-05;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080106;-1;8;0;I;2008-01-06;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080107;0.1;8;0;I;2008-01-07;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080108;-1;8;0;I;2008-01-08;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080109;-2.5;8;0;I;2008-01-09;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080110;-3.7;8;0;I;2008-01-10;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080111;-3.9;8;0;I;2008-01-11;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080112;-0.7;8;0;I;2008-01-12;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080113;1.9;8;1.02;E;2008-01-13;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080114;1.5;8;0.51;E;2008-01-14;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080115;0.7;7;0;I;2008-01-15;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080116;1.6;8;0;I;2008-01-16;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080117;1.9;8;5.08;E;2008-01-17;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080118;2.8;8;0;E;2008-01-18;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080412;9.7;8;1.78;F;2008-04-12;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080413;8.8;8;0;I;2008-04-13;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080414;8.3;8;0;I;2008-04-14;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080415;7.9;8;0;I;2008-04-15;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080706;21.2;8;NA;no flag;2008-07-06;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081106;10.5;8;0.51;E;2008-11-06;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081107;10.7;8;5.84;F;2008-11-07;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080126;-1.7;8;0;I;2008-01-26;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080127;4.1;8;0;I;2008-01-27;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080128;7.4;8;0;I;2008-01-28;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080129;2.9;8;0;I;2008-01-29;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080130;1.8;8;0;I;2008-01-30;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080131;2.2;8;0;I;2008-01-31;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080201;2.3;8;0;I;2008-02-01;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080202;3.1;8;2.03;E;2008-02-02;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081116;5.9;8;0;I;2008-11-16;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080205;3.8;8;3.05;F;2008-02-05;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080203;2.2;8;0;I;2008-02-03;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080204;3.1;8;0;E;2008-02-04;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081009;11.9;8;0;I;2008-10-09;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081010;13.2;8;0.51;E;2008-10-10;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081011;10.6;8;0;I;2008-10-11;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081012;10.8;8;0;I;2008-10-12;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081013;10.3;8;0;I;2008-10-13;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081014;11.7;8;3.05;E;2008-10-14;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081015;13;8;0;E;2008-10-15;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081016;12.6;8;0;I;2008-10-16;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081017;9.3;8;2.03;E;2008-10-17;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081018;5;8;0;I;2008-10-18;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081019;5.7;8;0;I;2008-10-19;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080218;-2.2;8;0;I;2008-02-18;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080219;1.1;8;0;I;2008-02-19;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080220;0.8;8;0;I;2008-02-20;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080221;2.4;8;0;I;2008-02-21;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080222;2.9;8;0;I;2008-02-22;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080223;5.9;8;0;I;2008-02-23;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080224;4.9;8;0;I;2008-02-24;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080225;5.9;8;0;E;2008-02-25;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080226;5.2;8;0;I;2008-02-26;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080227;5.9;8;0;I;2008-02-27;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080228;6.5;8;0;I;2008-02-28;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080229;6.7;8;0;I;2008-02-29;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080301;7.1;8;2.03;E;2008-03-01;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080302;8.7;8;0;E;2008-03-02;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080303;8.8;8;0;I;2008-03-03;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080304;4.2;8;3.81;F;2008-03-04;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081105;10.3;8;2.29;F;2008-11-05;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080417;7.6;8;5.08;F;2008-04-17;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080817;14.1;8;0;I;2008-08-17;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080818;17.9;8;0;I;2008-08-18;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080819;18.7;8;0;I;2008-08-19;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080820;17.3;7;22.1;E;2008-08-20;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080821;19.6;8;0;I;2008-08-21;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080822;19.6;8;0;I;2008-08-22;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080823;15.6;8;10.92;E;2008-08-23;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080424;10;8;0;I;2008-04-24;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080425;10.2;8;0;E;2008-04-25;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080426;9.2;8;2.03;E;2008-04-26;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080427;10;8;0;I;2008-04-27;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080428;14.8;6;0;I;2008-04-28;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080429;10.1;8;2.03;E;2008-04-29;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080430;11.5;8;0;E;2008-04-30;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080501;11.1;8;0.25;E;2008-05-01;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080502;12.1;8;0;I;2008-05-02;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080503;13.1;8;0;I;2008-05-03;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080504;11;6;0;I;2008-05-04;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080505;10.3;7;9.65;F;2008-05-05;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080506;13;8;1.27;F;2008-05-06;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080507;12.9;8;0;I;2008-05-07;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080508;14.1;8;0;I;2008-05-08;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080509;14.7;8;0.25;E;2008-05-09;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080510;15.5;8;0;I;2008-05-10;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080511;14.2;8;0;I;2008-05-11;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080512;13.3;8;0;I;2008-05-12;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080513;14.3;8;0;I;2008-05-13;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080514;15.4;8;0;I;2008-05-14;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080515;16.1;8;1.02;E;2008-05-15;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080516;17.4;7;0;I;2008-05-16;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080517;17.7;8;0;I;2008-05-17;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080518;15.2;8;3.56;F;2008-05-18;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081211;2.9;8;25.91;F;2008-12-11;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080810;17.1;8;0;I;2008-08-10;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080811;19.3;8;0;E;2008-08-11;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080812;20.8;8;0;I;2008-08-12;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080813;21.4;8;0;I;2008-08-13;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080814;22.4;8;0;E;2008-08-14;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080416;6.8;8;0;E;2008-04-16;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080526;20.2;8;0;I;2008-05-26;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080527;21.9;8;0;I;2008-05-27;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080528;21.8;8;2.03;E;2008-05-28;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080529;21.6;8;0;I;2008-05-29;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080530;19.9;8;2.03;E;2008-05-30;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080531;19.7;8;0.51;E;2008-05-31;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080601;21.2;8;0;I;2008-06-01;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080602;20.1;8;NA;no flag;2008-06-02;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080603;17.9;8;33.02;F;2008-06-03;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080606;15.7;8;6.1;F;2008-06-06;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080607;16.9;7;NA;no flag;2008-06-07;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081007;11.6;8;0;I;2008-10-07;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081008;10.8;8;0;I;2008-10-08;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081229;-5.4;8;0;I;2008-12-29;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081230;-5.7;8;0;I;2008-12-30;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081231;-7;8;0;I;2008-12-31;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080830;17.6;8;0;I;2008-08-30;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080831;18.3;8;2.03;E;2008-08-31;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080901;19.3;8;0;I;2008-09-01;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080902;18.3;8;0;E;2008-09-02;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080903;18.8;8;0;I;2008-09-03;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080904;19.2;8;0;I;2008-09-04;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080905;19.8;8;2.03;E;2008-09-05;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080906;20.8;8;0;I;2008-09-06;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081020;6.6;8;0;I;2008-10-20;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081021;6.7;8;0;I;2008-10-21;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081022;7.7;8;0;I;2008-10-22;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081023;8.4;8;0;I;2008-10-23;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081024;9.8;8;0;I;2008-10-24;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081025;9.9;8;0;I;2008-10-25;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081026;9.1;8;0;I;2008-10-26;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081027;8.3;8;0;E;2008-10-27;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081028;10.3;8;1.02;E;2008-10-28;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080519;15.8;8;11.94;F;2008-05-19;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080520;12.2;8;22.86;F;2008-05-20;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080521;13.6;8;0;E;2008-05-21;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080522;14.7;6;3.05;E;2008-05-22;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080523;16.7;5;NA;no flag;2008-05-23;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080524;17.4;8;2.03;E;2008-05-24;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080525;18.3;8;1.02;E;2008-05-25;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080815;21.1;8;6.35;F;2008-08-15;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080816;14.9;8;31.75;F;2008-08-16;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081218;2.7;8;5.08;E;2008-12-18;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081219;2.4;8;1.02;F;2008-12-19;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081220;0.2;8;0;I;2008-12-20;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081221;0.3;8;0.51;E;2008-12-21;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081222;1.3;8;0;I;2008-12-22;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081223;0.1;8;0;I;2008-12-23;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081224;0.3;8;0;I;2008-12-24;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081225;-0.7;8;1.02;E;2008-12-25;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081226;-2.9;8;0;I;2008-12-26;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081227;-2.3;8;0;I;2008-12-27;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081228;-3.8;8;0;I;2008-12-28;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080826;17.4;8;0;I;2008-08-26;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080827;18;8;0;I;2008-08-27;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080828;18.1;8;0;I;2008-08-28;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080829;18.8;8;0;I;2008-08-29;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080913;13.9;8;14.99;F;2008-09-13;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080914;9.6;8;2.03;F;2008-09-14;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20080915;9.2;8;9.14;F;2008-09-15;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081029;14.8;8;0.76;F;2008-10-29;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081030;11.1;8;6.1;F;2008-10-30;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081031;8.1;8;0;E;2008-10-31;ST. ANDRAE I.L.;46.767;14.833;404
112290-99999;112290;99999;20081101;10.2;8;9.14;F;2008-11-01;ST. ANDRAE I.L.;46.767;14.833;404
