STNID;STN;WBAN;YEARMODA;TEMPC;TEMP.count;PREC;PREC.flag;DATE;STATION.NAME;LAT;LON;ELEV..1M.
110162-99999;110162;99999;20080802;22.7;11;NA;no flag;2008-08-02;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080804;27.3;11;0;I;2008-08-04;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080806;24.7;12;0;I;2008-08-06;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080808;23.1;12;NA;no flag;2008-08-08;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080805;21.5;12;NA;no flag;2008-08-05;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080810;22.8;12;0;I;2008-08-10;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080801;26.8;12;0;I;2008-08-01;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080803;25.5;12;0;I;2008-08-03;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080809;18.4;12;0;I;2008-08-09;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080624;25;11;NA;no flag;2008-06-24;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080625;27.3;12;0;I;2008-06-25;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080807;26.8;11;0;I;2008-08-07;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080623;28.6;12;0;I;2008-06-23;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080628;23.6;12;0;I;2008-06-28;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080629;26.8;12;0;I;2008-06-29;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080811;24.8;12;0;I;2008-08-11;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080725;20.7;12;0;I;2008-07-25;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080813;21;12;0;I;2008-08-13;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080731;24.8;12;NA;no flag;2008-07-31;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080814;24.2;12;0;I;2008-08-14;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080622;27.9;12;0;I;2008-06-22;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080816;14.7;12;0;I;2008-08-16;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080817;20.2;12;0;I;2008-08-17;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080818;23.4;12;0;I;2008-08-18;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080626;24.3;12;NA;no flag;2008-06-26;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080627;23.4;12;NA;no flag;2008-06-27;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081122;0.8;7;0;I;2008-11-22;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080726;22.8;12;0;I;2008-07-26;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080630;22.6;11;NA;no flag;2008-06-30;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080812;26.7;12;0;I;2008-08-12;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080702;26.4;12;0;I;2008-07-02;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080703;27.8;12;NA;no flag;2008-07-03;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081128;1;8;0;I;2008-11-28;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080815;22;12;NA;no flag;2008-08-15;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081130;8.3;8;0;I;2008-11-30;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081201;8.5;8;NA;no flag;2008-12-01;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081202;6.8;8;0;I;2008-12-02;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081203;5;8;0;I;2008-12-03;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081204;-0.4;8;0;I;2008-12-04;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081205;1.6;8;NA;no flag;2008-12-05;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081206;6.4;8;0;I;2008-12-06;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081207;4.8;6;NA;no flag;2008-12-07;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080701;24.8;12;0;I;2008-07-01;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080729;27.5;12;0;I;2008-07-29;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080730;25.5;12;0;I;2008-07-30;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081211;2.6;7;NA;no flag;2008-12-11;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081129;2;8;0;I;2008-11-29;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081213;3.6;7;NA;no flag;2008-12-13;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081214;4.1;8;NA;no flag;2008-12-14;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081215;3.1;8;0;I;2008-12-15;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081216;5.9;8;0;I;2008-12-16;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081217;4.9;8;NA;no flag;2008-12-17;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080819;24.7;12;0;I;2008-08-19;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080820;20.3;12;NA;no flag;2008-08-20;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080821;22.8;12;0;I;2008-08-21;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081208;3.6;8;NA;no flag;2008-12-08;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081209;2.9;8;0;I;2008-12-09;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081210;0;8;0;I;2008-12-10;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081114;7.8;8;0;I;2008-11-14;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081212;2.2;8;NA;no flag;2008-12-12;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081116;9;8;0;I;2008-11-16;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080720;19;12;NA;no flag;2008-07-20;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080721;18.3;12;0;I;2008-07-21;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080722;16;11;0;I;2008-07-22;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080723;13.4;12;NA;no flag;2008-07-23;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080724;16.6;9;0;I;2008-07-24;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080101;1;8;0;I;2008-01-01;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081123;0.9;8;0;I;2008-11-23;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080727;25.6;12;0;I;2008-07-27;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080728;26.3;12;0;I;2008-07-28;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081126;2;8;0;I;2008-11-26;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080619;24.4;12;0;I;2008-06-19;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081018;11.3;9;0;I;2008-10-18;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081019;12.6;10;0;I;2008-10-19;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081020;12.4;10;0;I;2008-10-20;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081021;8;10;0;I;2008-10-21;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081022;8.9;10;NA;no flag;2008-10-22;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081023;7.6;10;NA;no flag;2008-10-23;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081024;5.9;10;0;I;2008-10-24;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081025;8.4;10;0;I;2008-10-25;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081026;9.8;9;0;I;2008-10-26;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081027;6.2;9;0;I;2008-10-27;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081028;9.7;9;0;I;2008-10-28;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081029;15.7;8;0;I;2008-10-29;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081030;17;9;0;I;2008-10-30;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081031;14.4;7;0;I;2008-10-31;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081101;15.2;9;0;I;2008-11-01;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081102;12.8;9;0;I;2008-11-02;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081103;16.5;8;0;I;2008-11-03;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081104;18.4;9;0;I;2008-11-04;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081105;17.8;10;0;I;2008-11-05;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081106;16;9;0;I;2008-11-06;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081107;13.2;7;NA;no flag;2008-11-07;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081108;9.9;8;NA;no flag;2008-11-08;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081109;7.9;8;0;I;2008-11-09;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081110;11.1;8;0;I;2008-11-10;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081111;9.9;8;0;I;2008-11-11;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081112;7.3;8;0;I;2008-11-12;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081113;7.5;8;NA;no flag;2008-11-13;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081115;10.2;7;0;I;2008-11-15;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080827;24.2;12;0;I;2008-08-27;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081117;6.6;8;0;I;2008-11-17;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081118;4.4;8;0;I;2008-11-18;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081119;7;7;NA;no flag;2008-11-19;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081120;10.8;7;0;I;2008-11-20;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081121;5.2;8;NA;no flag;2008-11-21;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080323;3.8;10;NA;no flag;2008-03-23;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080324;3.2;10;0;I;2008-03-24;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081124;1.9;8;0;I;2008-11-24;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081125;2.6;8;0;I;2008-11-25;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081016;15.1;9;0;I;2008-10-16;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081127;5.5;8;0;I;2008-11-27;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080329;12.5;10;0;I;2008-03-29;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080330;14.1;11;0;I;2008-03-30;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080331;15.3;11;0;I;2008-03-31;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080401;14.2;11;0;I;2008-04-01;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080402;9.7;11;NA;no flag;2008-04-02;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080403;8.6;11;0;I;2008-04-03;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080404;8.9;11;0;I;2008-04-04;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080405;9.7;12;0;I;2008-04-05;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080406;11.3;12;NA;no flag;2008-04-06;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080407;6;11;NA;no flag;2008-04-07;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080408;9.6;7;0;I;2008-04-08;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080409;16.1;9;0;I;2008-04-09;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080410;18.7;12;0;I;2008-04-10;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080411;19.6;12;0;I;2008-04-11;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080412;11;12;0;I;2008-04-12;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080413;13.8;12;0;I;2008-04-13;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080414;15.5;10;0;I;2008-04-14;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080415;9.6;12;NA;no flag;2008-04-15;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080416;8.2;12;0;I;2008-04-16;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080417;11.2;12;NA;no flag;2008-04-17;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080418;11.9;12;0;I;2008-04-18;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080419;15.1;12;0;I;2008-04-19;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080420;15.4;12;0;I;2008-04-20;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080421;16.8;12;NA;no flag;2008-04-21;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080822;25.2;12;0;I;2008-08-22;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080823;17.2;12;NA;no flag;2008-08-23;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080824;18.4;11;0;I;2008-08-24;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080316;11.4;9;NA;no flag;2008-03-16;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080317;8.7;10;NA;no flag;2008-03-17;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080318;4;7;NA;no flag;2008-03-18;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080319;4.6;9;0;I;2008-03-19;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080320;3.6;9;0;I;2008-03-20;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080321;7;10;0;I;2008-03-21;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080322;7.2;10;0;I;2008-03-22;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080502;16.7;12;0;I;2008-05-02;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080503;15.2;12;0;I;2008-05-03;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080325;2.3;7;0;I;2008-03-25;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080326;4.7;10;0;I;2008-03-26;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080327;8.1;10;0;I;2008-03-27;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080328;9.2;10;NA;no flag;2008-03-28;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080508;17.9;12;0;I;2008-05-08;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080509;17.7;12;0;I;2008-05-09;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080510;17.3;12;0;I;2008-05-10;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080511;18.2;12;0;I;2008-05-11;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080512;19.8;12;0;I;2008-05-12;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080513;21.8;11;0;I;2008-05-13;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080514;20.8;12;0;I;2008-05-14;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080515;21.7;12;0;I;2008-05-15;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080516;20.5;12;NA;no flag;2008-05-16;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080517;21.7;12;0;I;2008-05-17;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080518;19.6;10;NA;no flag;2008-05-18;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080519;12.9;12;NA;no flag;2008-05-19;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080520;7.9;11;NA;no flag;2008-05-20;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080521;11.5;12;0;I;2008-05-21;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080522;13.8;12;0;I;2008-05-22;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080523;16.1;10;0;I;2008-05-23;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080524;18.7;12;0;I;2008-05-24;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080525;18.2;12;0;I;2008-05-25;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080526;21.1;12;0;I;2008-05-26;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080527;23.2;12;0;I;2008-05-27;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080528;24.7;12;0;I;2008-05-28;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080529;23;12;0;I;2008-05-29;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080530;25.9;12;0;I;2008-05-30;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080531;27.9;12;0;I;2008-05-31;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080601;24.7;13;0;I;2008-06-01;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080602;25.4;12;0;I;2008-06-02;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080603;20.6;11;NA;no flag;2008-06-03;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080825;21.7;12;0;I;2008-08-25;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080826;23.4;11;0;I;2008-08-26;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080427;16.4;12;0;I;2008-04-27;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080428;18.8;12;0;I;2008-04-28;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080429;13.7;12;0;I;2008-04-29;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080430;17.3;12;0;I;2008-04-30;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080501;13.1;12;NA;no flag;2008-05-01;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080611;20.7;11;NA;no flag;2008-06-11;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080612;17.8;12;0;I;2008-06-12;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080613;13.6;12;0;I;2008-06-13;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080614;16.4;11;0;I;2008-06-14;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080615;17.6;11;NA;no flag;2008-06-15;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080616;19.7;12;0;I;2008-06-16;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20081017;11.1;10;0;I;2008-10-17;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080618;20.7;12;0;I;2008-06-18;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080217;-0.8;9;0;I;2008-02-17;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080620;25.6;12;0;I;2008-06-20;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080621;27;11;0;I;2008-06-21;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080220;5.4;9;0;I;2008-02-20;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080221;8.3;9;NA;no flag;2008-02-21;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080222;13.1;9;NA;no flag;2008-02-22;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080223;11.8;9;0;I;2008-02-23;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080224;13.8;10;0;I;2008-02-24;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080225;16.9;10;0;I;2008-02-25;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080226;13.5;10;0;I;2008-02-26;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080227;11.3;10;0;I;2008-02-27;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080228;10.9;9;0;I;2008-02-28;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080229;7.5;8;NA;no flag;2008-02-29;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080301;8.3;10;NA;no flag;2008-03-01;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080302;11.2;10;NA;no flag;2008-03-02;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080704;21.2;12;0;I;2008-07-04;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080705;21.1;12;NA;no flag;2008-07-05;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080706;25.9;12;0;I;2008-07-06;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080707;20.2;10;NA;no flag;2008-07-07;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080708;20.3;12;NA;no flag;2008-07-08;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080709;20.2;12;0;I;2008-07-09;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080710;22.8;12;0;I;2008-07-10;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080711;27.2;12;0;I;2008-07-11;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080712;27.2;12;0;I;2008-07-12;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080713;22.4;11;NA;no flag;2008-07-13;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080714;15.9;10;0;I;2008-07-14;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080715;19.6;12;0;I;2008-07-15;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080716;24.7;12;0;I;2008-07-16;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080717;16.7;12;NA;no flag;2008-07-17;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080718;19.3;12;0;I;2008-07-18;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080719;24.7;12;0;I;2008-07-19;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080828;24.8;12;0;I;2008-08-28;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080829;21.3;12;0;I;2008-08-29;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080830;20.2;12;0;I;2008-08-30;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080831;20.8;12;0;I;2008-08-31;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080504;14.6;12;0;I;2008-05-04;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080505;11.5;12;NA;no flag;2008-05-05;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080506;14.4;11;0;I;2008-05-06;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080507;15.7;12;0;I;2008-05-07;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080906;25.8;10;0;I;2008-09-06;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080907;22.4;11;0;I;2008-09-07;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080908;20.4;11;0;I;2008-09-08;LUGPLATZ VOSLAU;47.967;16.267;233
110162-99999;110162;99999;20080909;21.6;11;0;I;2008-09-09;LUGPLATZ VOSLAU;47.967;16.267;233
